No,양식장,날짜,라벨,라벨2(어장_수조_샘플번호_날짜_길이_무게_사이즈),체장(mm),체중(g),수조번호,사육미수,일일폐사량,사료정보,일일 사료 급이량(KG),투약일자,약품명,투여량(ML 또는 L),투여단위,투여방법,기타사항,검출 병원체
824,OS,220803,OS080310,F01_U01_O0824_D2022-08-03_L295_W0251_S2,295,251,D10,3400 ,1,생사료(MP),90,,,,,,,00000021
825,OS,220803,OS080311,F01_U01_O0825_D2022-08-03_L285_W0141_S1,285,141,E1,3400 ,2,생사료(MP),90,,,,,,,00000021
826,OS,220803,OS080312,F01_U01_O0826_D2022-08-03_L320_W0206_S2,320,206,E2,3400 ,3,생사료(MP),90,,,,,,,00000006
827,OS,220803,OS080313,F01_U01_O0827_D2022-08-03_L260_W0174_S1,260,174,E3,3400 ,2,생사료(MP),90,,,,,,,00000617
828,OS,220803,OS080314,F01_U01_O0828_D2022-08-03_L350_W0452_S2,350,452,E4,3400 ,1,생사료(MP),90,,,,,,,00000611
829,OS,220803,OS080315,F01_U01_O0829_D2022-08-03_L370_W0532_S3,370,532,E5,3400 ,1,생사료(MP),80,,,,,,,00000611
830,OS,220803,OS080316,F01_U01_O0830_D2022-08-03_L355_W0452_S2,355,452,E6,3400 ,1,생사료(MP),90,,,,,,,00000611
831,IC,220804,IC080401,F02_U01_O0831_D2022-08-04_L375_W0587_S3,375,587,해올래5,2650 ,0,,,,,,,,,00000021
832,IC,220804,IC080402,F02_U01_O0832_D2022-08-04_L415_W0925_S3,415,925,해올래5,2650 ,0,,,,,,,,,00000021
833,IC,220804,IC080403,F02_U01_O0833_D2022-08-04_L390_W0642_S3,390,642,해올래5,2650 ,0,,,,,,,,,00000021
834,IC,220804,IC080404,F02_U01_O0834_D2022-08-04_L360_W0501_S3,360,501,해올래5,2650 ,0,,,,,,,,,00000021
835,IC,220804,IC080405,F02_U01_O0835_D2022-08-04_L380_W0575_S3,380,575,해올래5,2650 ,0,,,,,,,,,00000021
836,IC,220804,IC080406,F02_U01_O0836_D2022-08-04_L400_W0749_S3,400,749,해올래5,2650 ,0,,,,,,,,,00000021
837,IC,220804,IC080407,F02_U01_O0837_D2022-08-04_L350_W0454_S2,350,454,해올래5,2650 ,0,,,,,,,,,00000021
838,IC,220804,IC080408,F02_U01_O0838_D2022-08-04_L375_W0622_S3,375,622,해올래5,2650 ,0,,,,,,,,,00000218
839,IC,220804,IC080409,F02_U01_O0839_D2022-08-04_L400_W0734_S3,400,734,해올래5,2650 ,0,,,,,,,,,00000021
840,IC,220804,IC080410,F02_U01_O0840_D2022-08-04_L355_W0405_S2,355,405,해올래5,2650 ,0,,,,,,,,,00000021
841,IC,220804,IC080411,F02_U01_O0841_D2022-08-04_L315_W0360_S2,315,360,해올래5,2650 ,0,,,,,,,,,00000002
842,HM,220804,HM080401,F03_U01_O0842_D2022-08-04_L275_W0219_S2,275,219,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
843,HM,220804,HM080402,F03_U01_O0843_D2022-08-04_L285_W0235_S2,285,235,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000008
844,HM,220804,HM080403,F03_U01_O0844_D2022-08-04_L260_W0176_S1,260,176,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000817
845,HM,220804,HM080404,F03_U01_O0845_D2022-08-04_L295_W0252_S2,295,252,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
846,HM,220804,HM080405,F03_U01_O0846_D2022-08-04_L285_W0248_S2,285,248,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
847,HM,220804,HM080406,F03_U01_O0847_D2022-08-04_L275_W0231_S2,275,231,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000817
848,HM,220804,HM080407,F03_U01_O0848_D2022-08-04_L250_W0164_S1,250,164,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000008
849,HM,220804,HM080408,F03_U01_O0849_D2022-08-04_L275_W0187_S1,275,187,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
850,HM,220804,HM080409,F03_U01_O0850_D2022-08-04_L250_W0176_S1,250,176,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000013
851,HM,220804,HM080410,F03_U01_O0851_D2022-08-04_L275_W0223_S2,275,223,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000008
852,HM,220804,HM080411,F03_U01_O0852_D2022-08-04_L260_W0170_S1,260,170,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000008
853,HM,220804,HM080412,F03_U01_O0853_D2022-08-04_L260_W0177_S1,260,177,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000008
854,HM,220804,HM080413,F03_U01_O0854_D2022-08-04_L230_W0100_S1,230,100,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000013
855,HM,220804,HM080414,F03_U01_O0855_D2022-08-04_L270_W0220_S2,270,220,A8,3900 ,4,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000008
856,TP,220804,TP080401,F04_U01_O0856_D2022-08-04_L355_W0332_S2,355,332,E1,4000 ,4,생사료(MP),100,,,,,,,00000006
857,TP,220804,TP080402,F04_U01_O0857_D2022-08-04_L310_W0256_S2,310,256,E2,4000 ,3,생사료(MP),100,,,,,,,00000006
858,TP,220804,TP080403,F04_U01_O0858_D2022-08-04_L330_W0278_S2,330,278,E3,4000 ,4,생사료(MP),100,,,,,,,00000006
859,TP,220804,TP080404,F04_U01_O0859_D2022-08-04_L370_W0494_S2,370,494,E4,3500 ,2,생사료(MP),80,,,,,,,00000006
860,TP,220804,TP080405,F04_U01_O0860_D2022-08-04_L290_W0221_S2,290,221,E5,4000 ,1,생사료(MP),100,,,,,,,00061118
861,TP,220804,TP080406,F04_U01_O0861_D2022-08-04_L350_W0479_S2,350,479,E6,3500 ,1,생사료(MP),90,,,,,,,00061113
862,TP,220804,TP080407,F04_U01_O0862_D2022-08-04_L370_W0566_S3,370,566,E7,3500 ,0,생사료(MP),90,,,,,,,00000611
863,TP,220804,TP080408,F04_U01_O0863_D2022-08-04_L380_W0396_S2,380,396,E8,3500 ,0,생사료(MP),80,,,,,,,00000611
864,TP,220804,TP080409,F04_U01_O0864_D2022-08-04_L315_W0256_S2,315,256,E9,4000 ,0,생사료(MP),100,,,,,,,00000006
865,TP,220804,TP080410,F04_U01_O0865_D2022-08-04_L340_W0344_S2,340,344,E10,3500 ,2,생사료(MP),80,,,,,,,00061317
866,TP,220804,TP080411,F04_U01_O0866_D2022-08-04_L360_W0423_S2,360,423,F1,3500 ,3,생사료(MP),80,,,,,,,00000613
867,TP,220804,TP080412,F04_U01_O0867_D2022-08-04_L340_W0343_S2,340,343,F2,3500 ,2,생사료(MP),80,,,,,,,00000613
868,TP,220804,TP080413,F04_U01_O0868_D2022-08-04_L345_W0507_S3,345,507,F3,3000 ,4,생사료(MP),80,,,,,,,00000613
869,TP,220804,TP080414,F04_U01_O0869_D2022-08-04_L430_W0702_S3,430,702,F4,2500 ,3,생사료(MP),80,,,,,,,00000613
870,TP,220804,TP080415,F04_U01_O0870_D2022-08-04_L430_W0902_S3,430,902,F5,2500 ,2,생사료(MP),80,,,,,,,00000611
871,TP,220804,TP080416,F04_U01_O0871_D2022-08-04_L340_W0339_S2,340,339,F6,3500 ,1,생사료(MP),80,,,,,,,00000006
872,IC,220805,IC080501,F02_U01_O0872_D2022-08-05_L400_W0728_S3,400,728,B1,1580 ,0,,,,,,,,,00000018
873,IC,220805,IC080502,F02_U01_O0873_D2022-08-05_L325_W0331_S2,325,331,B1,1580 ,0,,,,,,,,,00000021
874,IC,220805,IC080503,F02_U01_O0874_D2022-08-05_L355_W0431_S2,355,431,B1,1580 ,0,,,,,,,,,00001718
875,IC,220805,IC080504,F02_U01_O0875_D2022-08-05_L350_W0362_S2,330,362,B1,1580 ,0,,,,,,,,,00000021
876,IC,220805,IC080505,F02_U01_O0876_D2022-08-05_L365_W0462_S2,365,462,B1,1580 ,0,,,,,,,,,00000021
877,IC,220805,IC080506,F02_U01_O0877_D2022-08-05_L375_W0485_S2,375,485,B1,1580 ,0,,,,,,,,,00000021
878,IC,220805,IC080507,F02_U01_O0878_D2022-08-05_L360_W0447_S2,360,447,B1,1580 ,0,,,,,,,,,00000018
879,IC,220805,IC080508,F02_U01_O0879_D2022-08-05_L390_W0681_S3,390,681,B1,1580 ,0,,,,,,,,,00000021
880,IC,220805,IC080509,F02_U01_O0880_D2022-08-05_L360_W0525_S3,360,525,B1,1580 ,0,,,,,,,,,00000021
881,IC,220805,IC080510,F02_U01_O0881_D2022-08-05_L345_W0426_S2,345,426,B1,1580 ,0,,,,,,,,,00000021
882,HM,220805,HM080501,F03_U01_O0882_D2022-08-05_L255_W0151_S1,255,151,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000813
883,HM,220805,HM080502,F03_U01_O0883_D2022-08-05_L280_W0222_S2,280,222,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00010813
884,HM,220805,HM080503,F03_U01_O0884_D2022-08-05_L270_W0191_S1,270,191,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000113
885,HM,220805,HM080504,F03_U01_O0885_D2022-08-05_L275_W0195_S1,275,195,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000013
886,HM,220805,HM080505,F03_U01_O0886_D2022-08-05_L300_W0268_S2,300,268,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000208
887,HM,220805,HM080506,F03_U01_O0887_D2022-08-05_L260_W0183_S1,260,183,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000113
888,HM,220805,HM080507,F03_U01_O0888_D2022-08-05_L255_W0181_S1,255,181,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000008
889,HM,220805,HM080508,F03_U01_O0889_D2022-08-05_L260_W0172_S1,260,172,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000817
890,HM,220805,HM080509,F03_U01_O0890_D2022-08-05_L250_W0152_S1,250,152,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000811
891,HM,220805,HM080510,F03_U01_O0891_D2022-08-05_L275_W0235_S2,275,235,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000117
892,HM,220805,HM080511,F03_U01_O0892_D2022-08-05_L245_W0135_S1,245,135,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000017
893,HM,220805,HM080512,F03_U01_O0893_D2022-08-05_L275_W0213_S2,275,213,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000008
894,HM,220805,HM080513,F03_U01_O0894_D2022-08-05_L250_W0153_S1,250,153,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000811
895,HM,220805,HM080514,F03_U01_O0895_D2022-08-05_L285_W0258_S2,285,258,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000108
896,HM,220805,HM080515,F03_U01_O0896_D2022-08-05_L265_W0201_S2,265,201,A9,1900 ,2,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000108
897,TP,220805,TP080501,F04_U01_O0897_D2022-08-05_L315_W0278_S2,315,278,E1,4000 ,4,생사료(MP),80,,,,,,,00000618
898,TP,220805,TP080502,F04_U01_O0898_D2022-08-05_L290_W0226_S2,290,226,E2,4000 ,4,생사료(MP),80,,,,,,,00000618
899,TP,220805,TP080503,F04_U01_O0899_D2022-08-05_L325_W0285_S2,325,285,E3,4000 ,3,생사료(MP),80,,,,,,,00000006
900,TP,220805,TP080504,F04_U01_O0900_D2022-08-05_L345_W0396_S2,345,396,E4,3500 ,6,생사료(MP),80,,,,,,,00000006
901,TP,220805,TP080505,F04_U01_O0901_D2022-08-05_L320_W0313_S2,320,313,E5,4000 ,3,생사료(MP),80,,,,,,,00000006
902,TP,220805,TP080506,F04_U01_O0902_D2022-08-05_L360_W0374_S2,360,374,E6,3500 ,2,생사료(MP),80,,,,,,,00000613
903,TP,220805,TP080507,F04_U01_O0903_D2022-08-05_L350_W0375_S2,350,375,E7,3500 ,0,생사료(MP),80,,,,,,,00000618
904,TP,220805,TP080508,F04_U01_O0904_D2022-08-05_L310_W0353_S2,310,353,E8,3500 ,0,생사료(MP),80,,,,,,,00000611
905,TP,220805,TP080509,F04_U01_O0905_D2022-08-05_L325_W0369_S2,325,369,E9,4000 ,0,생사료(MP),80,,,,,,,00000619
906,TP,220805,TP080510,F04_U01_O0906_D2022-08-05_L325_W0219_S2,325,219,E10,3500 ,0,생사료(MP),80,,,,,,,00000006
907,TP,220805,TP080511,F04_U01_O0907_D2022-08-05_L370_W0459_S2,370,459,F1,3500 ,1,생사료(MP),80,,,,,,,00000617
908,TP,220805,TP080512,F04_U01_O0908_D2022-08-05_L335_W0356_S2,335,356,F2,3500 ,1,생사료(MP),80,,,,,,,00061117
909,TP,220805,TP080513,F04_U01_O0909_D2022-08-05_L330_W0298_S2,330,298,F3,3000 ,1,생사료(MP),80,,,,,,,00000611
910,TP,220805,TP080514,F04_U01_O0910_D2022-08-05_L330_W0187_S1,330,187,F4,2500 ,0,생사료(MP),80,,,,,,,00000006
911,TP,220805,TP080515,F04_U01_O0911_D2022-08-05_L290_W0190_S1,290,190,F5,2500 ,3,생사료(MP),80,,,,,,,00000618
912,TP,220805,TP080516,F04_U01_O0912_D2022-08-05_L300_W0220_S2,300,220,F6,3500 ,3,생사료(MP),80,,,,,,,00000006
913,IC,220808,IC080801,F02_U01_O0913_D2022-08-08_L350_W0457_S2,350,457,A4,1150 ,0,,,,,,,,,00000007
914,IC,220808,IC080802,F02_U01_O0914_D2022-08-08_L330_W0459_S2,330,459,A4,1150 ,0,,,,,,,,,00000007
915,IC,220808,IC080803,F02_U01_O0915_D2022-08-08_L400_W0751_S3,400,751,A4,1150 ,0,,,,,,,,,00000007
916,IC,220808,IC080804,F02_U01_O0916_D2022-08-08_L340_W0377_S2,340,377,A4,1150 ,0,,,,,,,,,00000021
917,IC,220808,IC080805,F02_U01_O0917_D2022-08-08_L340_W0423_S2,340,423,A4,1150 ,0,,,,,,,,,00000021
918,IC,220808,IC080806,F02_U01_O0918_D2022-08-08_L360_W0516_S3,360,516,A4,1150 ,0,,,,,,,,,00000007
919,IC,220808,IC080807,F02_U01_O0919_D2022-08-08_L360_W0498_S2,360,498,A4,1150 ,0,,,,,,,,,00000021
920,IC,220808,IC080808,F02_U01_O0920_D2022-08-08_L410_W0820_S3,410,820,A4,1150 ,0,,,,,,,,,00000021
921,IC,220808,IC080809,F02_U01_O0921_D2022-08-08_L400_W0681_S3,400,681,A4,1150 ,0,,,,,,,,,00000021
922,IC,220808,IC080810,F02_U01_O0922_D2022-08-08_L360_W0514_S3,360,514,A4,1150 ,0,,,,,,,,,00000021
923,IC,220808,IC080811,F02_U01_O0923_D2022-08-08_L395_W0693_S3,395,693,A4,1150 ,0,,,,,,,,,00000021
924,IC,220808,IC080812,F02_U01_O0924_D2022-08-08_L350_W0469_S2,350,469,A4,1150 ,0,,,,,,,,,00000021
925,HM,220808,HM080801,F03_U01_O0925_D2022-08-08_L270_W0223_S2,270,223,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000817
926,HM,220808,HM080802,F03_U01_O0926_D2022-08-08_L285_W0243_S2,285,243,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000013
927,HM,220808,HM080803,F03_U01_O0927_D2022-08-08_L320_W0372_S2,320,372,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000013
928,HM,220808,HM080804,F03_U01_O0928_D2022-08-08_L290_W0295_S2,290,295,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000813
929,HM,220808,HM080805,F03_U01_O0929_D2022-08-08_L260_W0184_S1,260,184,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000008
930,HM,220808,HM080806,F03_U01_O0930_D2022-08-08_L290_W0240_S2,290,240,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000013
931,HM,220808,HM080807,F03_U01_O0931_D2022-08-08_L280_W0233_S2,280,233,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000017
932,HM,220808,HM080808,F03_U01_O0932_D2022-08-08_L270_W0220_S2,270,220,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000813
933,HM,220808,HM080809,F03_U01_O0933_D2022-08-08_L280_W0249_S2,280,249,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000813
934,HM,220808,HM080810,F03_U01_O0934_D2022-08-08_L290_W0253_S2,290,253,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000013
935,HM,220808,HM080811,F03_U01_O0935_D2022-08-08_L285_W0251_S2,285,251,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000813
936,HM,220808,HM080812,F03_U01_O0936_D2022-08-08_L275_W0201_S2,275,201,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000008
937,HM,220808,HM080813,F03_U01_O0937_D2022-08-08_L225_W0122_S1,225,122,A14,5400 ,5,생사료(MP),,2022-08-02,세프티오퍼,0.2,ml/kg,근육주사,,00000817
938,OS,220808,OS080801,F01_U01_O0938_D2022-08-08_L395_W0613_S3,395,613,D1,3500 ,3,생사료(MP),120,,,,,,,00111318
939,OS,220808,OS080802,F01_U01_O0939_D2022-08-08_L425_W0922_S3,425,922,D2,3500 ,3,생사료(MP),120,,,,,,,00000013
940,OS,220808,OS080803,F01_U01_O0940_D2022-08-08_L385_W0596_S3,385,596,D3,3500 ,0,생사료(MP),120,,,,,,,00000011
941,OS,220808,OS080804,F01_U01_O0941_D2022-08-08_L450_W0990_S3,450,990,D4,3500 ,0,생사료(MP),120,,,,,,,00000021
942,OS,220808,OS080805,F01_U01_O0942_D2022-08-08_L330_W0321_S2,330,321,D5,3500 ,4,생사료(MP),120,,,,,,,00000018
943,OS,220808,OS080806,F01_U01_O0943_D2022-08-08_L390_W0482_S2,390,482,D6,3500 ,3,생사료(MP),120,,,,,,,00000021
944,OS,220808,OS080807,F01_U01_O0944_D2022-08-08_L380_W0611_S3,380,611,D7,3500 ,5,생사료(MP),100,,,,,,,00001117
945,OS,220808,OS080808,F01_U01_O0945_D2022-08-08_L340_W0384_S2,340,384,D8,3400 ,5,생사료(MP),100,,,,,,,00000021
946,OS,220808,OS080809,F01_U01_O0946_D2022-08-08_L380_W0502_S3,380,502,D9,3400 ,1,생사료(MP),100,,,,,,,00000011
947,OS,220808,OS080810,F01_U01_O0947_D2022-08-08_L365_W0590_S3,365,590,D10,3400 ,1,생사료(MP),120,,,,,,,00000011
948,OS,220808,OS080811,F01_U01_O0948_D2022-08-08_L305_W0219_S2,305,219,E1,3400 ,2,생사료(MP),120,,,,,,,00000021
949,OS,220808,OS080812,F01_U01_O0949_D2022-08-08_L335_W0323_S2,335,323,E2,3400 ,3,생사료(MP),120,,,,,,,00000021
950,OS,220808,OS080813,F01_U01_O0950_D2022-08-08_L420_W0883_S3,420,883,E3,3400 ,2,생사료(MP),120,,,,,,,00000013
951,OS,220808,OS080814,F01_U01_O0951_D2022-08-08_L355_W0536_S3,355,536,E4,3400 ,1,생사료(MP),100,,,,,,,00000011
952,OS,220808,OS080815,F01_U01_O0952_D2022-08-08_L315_W0267_S2,315,267,E5,3400 ,1,생사료(MP),100,,,,,,,00000011
953,OS,220808,OS080816,F01_U01_O0953_D2022-08-08_L390_W0626_S3,390,626,E6,3400 ,1,생사료(MP),100,,,,,,,00000019
954,HM,220809,HM080901,F03_U01_O0954_D2022-08-09_L285_W0240_S2,285,240,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
955,HM,220809,HM080902,F03_U01_O0955_D2022-08-09_L275_W0191_S1,275,191,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
956,HM,220809,HM080903,F03_U01_O0956_D2022-08-09_L255_W0141_S1,255,141,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
957,HM,220809,HM080904,F03_U01_O0957_D2022-08-09_L255_W0175_S1,255,175,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
958,HM,220809,HM080905,F03_U01_O0958_D2022-08-09_L290_W0250_S2,290,250,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000013
959,HM,220809,HM080906,F03_U01_O0959_D2022-08-09_L270_W0225_S2,270,225,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
960,HM,220809,HM080907,F03_U01_O0960_D2022-08-09_L275_W0234_S2,275,234,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000013
961,HM,220809,HM080908,F03_U01_O0961_D2022-08-09_L290_W0260_S2,290,260,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000013
962,HM,220809,HM080909,F03_U01_O0962_D2022-08-09_L250_W0143_S1,250,143,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000017
963,HM,220809,HM080910,F03_U01_O0963_D2022-08-09_L275_W0213_S2,275,213,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
964,HM,220809,HM080911,F03_U01_O0964_D2022-08-09_L285_W0213_S2,285,213,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
965,HM,220809,HM080912,F03_U01_O0965_D2022-08-09_L270_W0182_S1,270,182,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
966,HM,220809,HM080913,F03_U01_O0966_D2022-08-09_L270_W0199_S1,270,199,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
967,HM,220809,HM080914,F03_U01_O0967_D2022-08-09_L260_W0151_S1,260,151,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00131417
968,HM,220809,HM080915,F03_U01_O0968_D2022-08-09_L250_W0167_S1,250,167,A10,3400 ,3,생사료(MP),,2022-08-01,세프티오퍼,0.2,ml/kg,근육주사,,00000021
969,IC,220809,IC080901,F02_U01_O0969_D2022-08-09_L425_W0977_S3,425,977,F8,2750 ,2,,,,,,,,,00000021
970,IC,220809,IC080902,F02_U01_O0970_D2022-08-09_L380_W0480_S2,380,480,F8,2750 ,2,,,,,,,,,00000021
971,IC,220809,IC080903,F02_U01_O0971_D2022-08-09_L315_W0331_S2,315,331,F8,2750 ,2,,,,,,,,,00000021
972,IC,220809,IC080904,F02_U01_O0972_D2022-08-09_L420_W0811_S3,420,811,F8,2750 ,2,,,,,,,,,00000006
973,IC,220809,IC080905,F02_U01_O0973_D2022-08-09_L360_W0482_S2,360,482,F8,2750 ,2,,,,,,,,,00000206
974,IC,220809,IC080906,F02_U01_O0974_D2022-08-09_L380_W0712_S3,380,712,F8,2750 ,2,,,,,,,,,00000006
975,IC,220809,IC080907,F02_U01_O0975_D2022-08-09_L400_W0712_S3,400,712,F8,2750 ,2,,,,,,,,,00000006
976,IC,220809,IC080908,F02_U01_O0976_D2022-08-09_L390_W0587_S3,390,587,F8,2750 ,2,,,,,,,,,00000006
977,IC,220809,IC080909,F02_U01_O0977_D2022-08-09_L410_W0897_S3,410,897,F8,2750 ,2,,,,,,,,,00000006
978,IC,220809,IC080910,F02_U01_O0978_D2022-08-09_L330_W0295_S2,330,295,F8,2750 ,2,,,,,,,,,00000002
979,IC,220809,IC080911,F02_U01_O0979_D2022-08-09_L425_W0843_S3,425,843,F8,2750 ,2,,,,,,,,,00000218
980,IC,220809,IC080912,F02_U01_O0980_D2022-08-09_L395_W0683_S3,395,683,F8,2750 ,2,,,,,,,,,00000021
981,IC,220809,IC080913,F02_U01_O0981_D2022-08-09_L340_W0388_S2,340,388,F8,2750 ,2,,,,,,,,,00000019
982,IC,220809,IC080914,F02_U01_O0982_D2022-08-09_L310_W0200_S1,310,200,F8,2750 ,2,,,,,,,,,00021319
983,IC,220809,IC080915,F02_U01_O0983_D2022-08-09_L345_W0354_S2,345,354,F8,2750 ,2,,,,,,,,,00000213
984,JH,220809,JH080901,F07_U01_O0984_D2022-08-09_L360_W0499_S2,360,499,B동B7,2800 ,5,생사료(MP),80,,,,,,,00000013
985,JH,220809,JH080902,F07_U01_O0985_D2022-08-09_L335_W0388_S2,335,388,B동B7,2800 ,5,생사료(MP),80,,,,,,,00000021
986,JH,220809,JH080903,F07_U01_O0986_D2022-08-09_L360_W0430_S2,360,430,B동B7,2800 ,5,생사료(MP),80,,,,,,,00000013
987,JH,220809,JH080904,F07_U01_O0987_D2022-08-09_L420_W0715_S3,420,715,B동B7,2800 ,5,생사료(MP),80,,,,,,,00001318
988,OS,220809,OS080901,F01_U01_O0988_D2022-08-09_L330_W0310_S2,330,310,D1,3500 ,3,생사료(MP),90,,,,,,,00000021
989,OS,220809,OS080902,F01_U01_O0989_D2022-08-09_L320_W0305_S2,320,305,D2,3500 ,1,생사료(MP),90,,,,,,,00000019
990,OS,220809,OS080903,F01_U01_O0990_D2022-08-09_L350_W0262_S2,350,262,D3,3500 ,1,생사료(MP),100,,,,,,,00000007
991,OS,220809,OS080904,F01_U01_O0991_D2022-08-09_L320_W0178_S1,320,178,D4,3500 ,1,생사료(MP),90,,,,,,,00071318
992,OS,220809,OS080905,F01_U01_O0992_D2022-08-09_L320_W0222_S2,320,222,D5,3500 ,4,생사료(MP),90,,,,,,,00000011
993,OS,220809,OS080906,F01_U01_O0993_D2022-08-09_L345_W0383_S3,345,383,D6,3500 ,3,생사료(MP),90,,,,,,,00000011
994,OS,220809,OS080907,F01_U01_O0994_D2022-08-09_L365_W0505_S5,365,505,D7,3500 ,3,생사료(MP),100,,,,,,,00000011
995,OS,220809,OS080908,F01_U01_O0995_D2022-08-09_L345_W0367_S3,345,367,D8,3400 ,3,생사료(MP),100,,,,,,,00000021
996,OS,220809,OS080909,F01_U01_O0996_D2022-08-09_L300_W0318_S3,300,318,D9,3400 ,2,생사료(MP),100,,,,,,,00000021
